,Sentence1,Sentence2,Sent1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,2_1_neut,2_1_cont,2_1_ent,2_1_Label,Type,agg_cont,agg_ent,agg_neut,agg_1_neut,agg_2_neut,ent_final,cont_final,neut_final,total
25,Small touches like a chocolate on the pillow are also nice.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.9969837069511414,0.0022460389882326,0.0007702979492023,neutral,0.9953410625457764,0.0037570546846836,0.0009019093704409,neutral,ref,0.0060030936729161995,0.0016722073196432,1.9923247694969177,1.9410126308600109,1.6691478408340896,0.0,0.0060030936729161995,3.596529353395592,3.6025324470685085
26,Small touches like a chocolate on the pillow are also nice.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.997639536857605,0.0012859492562711,0.0010745318140834,neutral,0.9921782612800598,0.006792108528316,0.0010297036496922,neutral,ref,0.0080780577845871,0.0021042354637756,1.9898177981376648,1.9410126308600109,1.7272151147148438,0.0,0.0080780577845871,3.6501362314603556,3.6582142892449427
27,Small touches like a chocolate on the pillow are also nice.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.9974699020385742,0.0016058241017162,0.0009242748492397,neutral,0.993768572807312,0.0055601741187274,0.0006712310714647,neutral,ref,0.0071659982204436,0.0015955059207044,1.9912384748458862,1.9410126308600109,1.9123440001692091,0.0,0.0071659982204436,3.836529046524351,3.843695044744795
28,Small touches like a chocolate on the pillow are also nice.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.9951802492141724,0.0041194604709744,0.0007003018981777,neutral,0.860636830329895,0.1373544782400131,0.0020086653530597,neutral,ref,0.14147393871098748,0.0027089672512374003,1.8558170795440674,1.9410126308600109,1.8189316562243871,0.0,0.14147393871098748,3.4970970089067848,3.6385709476177723
29,Small touches like a chocolate on the pillow are also nice.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.9974170923233032,0.001720170257613,0.000862666987814,neutral,0.8239754438400269,0.1731303930282592,0.0028941335622221,neutral,ref,0.1748505632858722,0.0037568005500361002,1.82139253616333,1.9410126308600109,1.599005550146103,0.0,0.1748505632858722,3.2535404823194987,3.428391045605371
30,The hotel has a roof terrace for drinks.,The hotel is especially memorable during a winter stay.,a,b,20,0.9978644251823424,0.000974888796918,0.0011607620399445,neutral,0.9977589845657348,0.0009939747396856,0.0012469970388337,neutral,ref,0.0019688635366036,0.0024077590787782,1.9956234097480772,1.8690486351648967,1.9002307738576616,0.0,0.0019688635366036,3.761029469331442,3.7629983328680456
31,The hotel has a roof terrace for drinks.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.9173360466957092,0.0811871588230133,0.0014767837710678,neutral,0.9941552877426147,0.0049997610040009,0.000844940834213,neutral,ref,0.08618691982701421,0.0023217246052808,1.911491334438324,1.8690486351648967,1.6691478408340896,0.0,0.08618691982701421,3.3739378380535556,3.46012475788057
32,The hotel has a roof terrace for drinks.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.9969056248664856,0.0016479371115565,0.0014464602572843,neutral,0.997570812702179,0.0011960366973653,0.0012331360485404,neutral,ref,0.0028439738089218,0.0026795963058247,1.9944764375686646,1.8690486351648967,1.7272151147148438,0.0,0.0028439738089218,3.5862844832424874,3.5891284570514093
33,The hotel has a roof terrace for drinks.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.9922865629196168,0.0063370987772941,0.0013763013994321,neutral,0.9974017143249512,0.0015784204006195,0.0010198581730946,neutral,ref,0.0079155191779136,0.0023961595725267,1.9896882772445679,1.8690486351648967,1.9123440001692091,0.0,0.0079155191779136,3.7620070302651802,3.769922549443094
34,The hotel has a roof terrace for drinks.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.9441061615943908,0.0541843101382255,0.0017095479415729,neutral,0.9964321851730348,0.0028189707081764,0.0007488426053896,neutral,ref,0.057003280846401896,0.0024583905469625,1.9405383467674255,1.8690486351648967,1.8189316562243871,0.0,0.057003280846401896,3.577022377670839,3.634025658517241
35,The hotel has a roof terrace for drinks.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.499106228351593,0.1415734589099884,0.3593203127384186,neutral,0.8833677768707275,0.0984773933887481,0.0181547999382019,neutral,ref,0.24005085229873652,0.3774751126766205,1.3824740052223206,1.8690486351648967,1.599005550146103,0.0,0.24005085229873652,2.345363792939362,2.5854146452380986
36,Unfortunately the hotel is missing the availability of a pool.,The hotel is especially memorable during a winter stay.,a,b,20,0.4301240444183349,0.5675972104072571,0.0022786520421504,contradiction,0.898409366607666,0.0994625613093376,0.0021281018853187,neutral,ref,0.6670597717165947,0.0044067539274691,1.328533411026001,1.2369668871785204,1.9002307738576616,0.0,0.6670597717165947,2.23923432627464,2.9062940979912346
37,Unfortunately the hotel is missing the availability of a pool.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.9445086121559144,0.0432091690599918,0.0122822085395455,neutral,0.985273540019989,0.013418530113995,0.0013079249765723,neutral,ref,0.0566276991739868,0.0135901335161178,1.9297821521759033,1.2369668871785204,1.6691478408340896,0.0,0.0566276991739868,2.8128930798471306,2.8695207790211175
38,Unfortunately the hotel is missing the availability of a pool.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.6151735782623291,0.3819286823272705,0.0028977175243198,neutral,0.021512622013688,0.9779791235923768,0.0005083018913865,contradiction,ref,1.3599078059196472,0.0034060194157063,0.6366862002760171,1.2369668871785204,1.7272151147148438,0.0,1.3599078059196472,0.7981062720768143,2.1580140779964614
39,Unfortunately the hotel is missing the availability of a pool.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.478994220495224,0.5176501274108887,0.0033556811977177,contradiction,0.9842925667762756,0.0145774744451045,0.0011299771722406,neutral,ref,0.5322276018559932,0.0044856583699583,1.4632867872714996,1.2369668871785204,1.9123440001692091,0.0,0.5322276018559932,2.4748059743882402,3.0070335762442335
40,Unfortunately the hotel is missing the availability of a pool.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.3781002759933471,0.5777096748352051,0.0441899746656417,contradiction,0.9438342452049256,0.0542710199952125,0.001894689630717,neutral,ref,0.6319806948304176,0.0460846642963587,1.3219345211982727,1.2369668871785204,1.8189316562243871,0.0,0.6319806948304176,2.1844675082687197,2.8164482030991373
41,Unfortunately the hotel is missing the availability of a pool.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.1025374829769134,0.8840094804763794,0.0134530402719974,contradiction,0.6390407681465149,0.346573144197464,0.014386030845344,neutral,ref,1.2305826246738434,0.0278390711173414,0.7415782511234283,1.2369668871785204,1.599005550146103,0.0,1.2305826246738434,1.1486652061729794,2.379247830846823
42,The hotel has conference rooms available to rent out for conferences and corporate events.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9975202679634094,0.000716934853699,0.0017628070199862,neutral,0.9976911544799804,0.0009415069944225,0.0013673588400706,neutral,ref,0.0016584418481215,0.0031301658600568,1.99521142244339,1.99521142244339,1.804411951984678,0.0,0.0016584418481215,3.7905096762924537,3.7921681181405753
43,"The location of this hotel makes it easy to access restaurants, the river and shops.",The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9971441626548768,0.0005721332272514,0.0022837005089968,neutral,0.9976661205291748,0.0007648126338608,0.0015690999571233,neutral,ref,0.0013369458611122002,0.0038528004661201,1.9948102831840515,1.9948102831840515,1.804411951984678,0.0,0.0013369458611122002,3.789314101453928,3.7906510473150403
44,The rooms are a good size and well decorated.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9970038533210754,0.0005161273293197,0.002480024471879,neutral,0.9974525570869446,0.000634471187368,0.0019129858119413,neutral,ref,0.0011505985166877,0.0043930102838203,1.99445641040802,1.99445641040802,1.804411951984678,0.0,0.0011505985166877,3.7882960420030782,3.789446640519766
45,The bathroom in the hotel was large and with a large bathtub.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.997671902179718,0.0010278997942805,0.0013002114137634,neutral,0.9976062774658204,0.0006628697738051,0.001730783842504,neutral,ref,0.0016907695680856,0.0030309952562674,1.9952781796455383,1.9952781796455383,1.804411951984678,0.0,0.0016907695680856,3.7907256672989185,3.792416436867004
46,Small touches like a chocolate on the pillow are also nice.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9977600574493408,0.0010625639697536,0.0011773490114137,neutral,0.9971187114715576,0.0019388053333386,0.000942533952184,neutral,ref,0.0030013693030922,0.0021198829635977,1.9948787689208984,1.9948787689208984,1.804411951984678,0.0,0.0030013693030922,3.7896232756098263,3.7926246449129186
47,The hotel has a roof terrace for drinks.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9977990984916688,0.0009911728557199,0.0012096858117729,neutral,0.997805655002594,0.0008139355923049,0.0013803980546072,neutral,ref,0.0018051084480248,0.0025900838663801,1.9956047534942627,1.9956047534942627,1.804411951984678,0.0,0.0018051084480248,3.791665073626845,3.79347018207487
48,Unfortunately the hotel is missing the availability of a pool.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.3896398544311523,0.6080411076545715,0.0023190737701952,contradiction,0.2710039913654327,0.7269246578216553,0.0020713377743959,contradiction,ref,1.3349657654762268,0.0043904115445911,0.660643845796585,0.660643845796585,1.804411951984678,0.0,1.3349657654762268,0.7464160129623572,2.081381778438584
49,The hotel is especially memorable during a winter stay.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9977619647979736,0.0009240566869266,0.0013139463262632,neutral,0.9974493384361268,0.0005760809872299,0.0019745097961276,neutral,ref,0.0015001376741565,0.0032884561223908,1.9952113032341003,1.9952113032341003,1.8751263618469238,0.0,0.0015001376741565,3.861089499210337,3.8625896368844934
50,The room was okay but on the small side including the bathroom as well.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9964130520820618,0.0027780651580542,0.00080891296966,neutral,0.9743505716323853,0.024771936237812,0.0008774738525971,neutral,ref,0.027550001395866202,0.0016863868222571,1.970763623714447,1.970763623714447,1.8751263618469238,0.0,0.027550001395866202,3.790725039786121,3.8182750411819875
51,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9975918531417848,0.0012571099214255,0.0011511215707287,neutral,0.9976710677146912,0.0006824478623457,0.0016464389627799,neutral,ref,0.0019395577837712,0.0027975605335086,1.9952629208564758,1.9952629208564758,1.8751263618469238,0.0,0.0019395577837712,3.8612173542460866,3.863156912029858
52,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9974853992462158,0.0015553717967122,0.0009592439164407,neutral,0.9977062940597534,0.0012762662954628,0.0010174138005822,neutral,ref,0.002831638092175,0.0019766577170229,1.9951916933059692,1.9951916933059692,1.8751263618469238,0.0,0.002831638092175,3.8609999561420807,3.863831594234256
53,"But a coffee maker and coffee was not free of charge, which is unusual.",The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9953312277793884,0.0039121755398809,0.0007565417909063,neutral,0.5945048928260803,0.4038401246070862,0.0016549222636967,neutral,ref,0.40775230014696706,0.002411464054603,1.5898361206054688,1.5898361206054688,1.8751263618469238,0.0,0.40775230014696706,2.6971853346754244,3.1049376348223916
54,Whilst the toiletries were really great there was an issue with the toilet.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9906219244003296,0.0086733642965555,0.0007047001854516,neutral,0.7138705849647522,0.2836855053901672,0.002443962264806,neutral,ref,0.2923588696867227,0.0031486624502576003,1.7044925093650818,1.7044925093650818,1.8751263618469238,0.0,0.2923588696867227,3.0271052025676752,3.319464072254398
55,Le Place D'Armes is an elegant historic building with a fantastic location.,This is a nice older hotel that doesn't have the glamour of a typical hotel.,a,b,20,0.6372544765472412,0.3594669699668884,0.003278539283201,neutral,0.4054758250713348,0.4513927400112152,0.1431314498186111,contradiction,gen,0.8108597099781036,0.14640998910181208,1.042730301618576,1.6835494816303254,1.7349761596747808,0.0,0.8108597099781036,1.77634033348094,2.5872000434590436
56,Le Place D'Armes is an elegant historic building with a fantastic location.,However it is well-located for business travel and a short walk to St Catherine Street where the shopping and restaurants are.,a,b,20,0.9976275563240052,0.0008302521309815,0.0015421708812937,neutral,0.9971300959587096,0.0005446510040201,0.0023253262042999,neutral,gen,0.0013749031350016,0.0038674970855936,1.9947576522827148,1.6835494816303254,1.9932115503719874,0.0,0.0013749031350016,3.6670465797978355,3.668421482932837
57,Le Place D'Armes is an elegant historic building with a fantastic location.,The room was slightly smaller than average although it was clean and with a slightly more modern decor than a typical Fairmont.,a,b,20,0.6667608022689819,0.3299390971660614,0.0033000379335135,neutral,0.9974276423454284,0.0017205419717356,0.0008517467649653,neutral,gen,0.331659639137797,0.0041517846984788,1.6641884446144104,1.6835494816303254,1.9322458846228463,0.0,0.331659639137797,3.0498002601623866,3.3814598993001836
58,Le Place D'Armes is an elegant historic building with a fantastic location.,The bed was comfortable but the bathroom was rather small.,a,b,20,0.804853618144989,0.1848118305206298,0.0103345056995749,neutral,0.991496741771698,0.0057422895915806,0.0027609290555119,neutral,gen,0.1905541201122104,0.0130954347550868,1.796350359916687,1.6835494816303254,1.3489622584976522,0.0,0.1905541201122104,2.6925025756897014,2.883056695801912
59,Le Place D'Armes is an elegant historic building with a fantastic location.,The staff at this hotel seem to enjoy the Miller Harris citron toiletries.,a,b,20,0.9954113364219666,0.0022507912945002,0.0023378795012831,neutral,0.9243093132972716,0.0071538514457643,0.0685367807745933,neutral,gen,0.0094046427402645,0.0708746602758764,1.9197206497192383,1.6835494816303254,1.95025349514825,0.0,0.0094046427402645,3.4784617082982336,3.487866351038498
60,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,This is a nice older hotel that doesn't have the glamour of a typical hotel.,a,b,20,0.3228077292442322,0.6748413443565369,0.0023509291931986,contradiction,0.8604385256767273,0.1144303008913993,0.0251311212778091,neutral,gen,0.7892716452479361,0.027482050471007703,1.1832462549209595,1.681654304265976,1.7349761596747808,0.0,0.7892716452479361,2.0356913362487274,2.8249629814966637
61,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,However it is well-located for business travel and a short walk to St Catherine Street where the shopping and restaurants are.,a,b,20,0.9867404103279114,0.0124407075345516,0.0008188396459445,neutral,0.997638463973999,0.0013718706322833,0.0009896957781165,neutral,gen,0.013812578166834899,0.0018085354240609999,1.9843788743019104,1.681654304265976,1.9932115503719874,0.0,0.013812578166834899,3.6478607677094503,3.6616733458762853
62,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,The room was slightly smaller than average although it was clean and with a slightly more modern decor than a typical Fairmont.,a,b,20,0.990869402885437,0.0081843873485922,0.0009461962617933,neutral,0.9969955682754515,0.0018081971211358,0.0011962651042267,neutral,gen,0.009992584469728,0.00214246136602,1.9878649711608887,1.681654304265976,1.9322458846228463,0.0,0.009992584469728,3.5927403801152096,3.6027329645849377
63,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,The bed was comfortable but the bathroom was rather small.,a,b,20,0.3090891540050506,0.6878589987754822,0.0030518318526446,contradiction,0.9950847029685974,0.0042421775870025,0.0006731419707648,neutral,gen,0.6921011763624847,0.0037249738234094,1.304173856973648,1.681654304265976,1.3489622584976522,0.0,0.6921011763624847,1.862112814547507,2.5542139909099917
64,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,The staff at this hotel seem to enjoy the Miller Harris citron toiletries.,a,b,20,0.9520723819732666,0.0459682494401931,0.0019593636970967,neutral,0.9965351819992064,0.0019880556501448,0.0014767714310437,neutral,gen,0.0479563050903379,0.0034361351281404,1.9486075639724731,1.681654304265976,1.95025349514825,0.0,0.0479563050903379,3.544552840850254,3.592509145940592
65,Very helpful concierge.,This is a nice older hotel that doesn't have the glamour of a typical hotel.,a,b,20,0.9959023594856262,0.0033592684194445,0.0007384191267192,neutral,0.996408998966217,0.0013600513339042,0.0022309117484837,neutral,gen,0.0047193197533487,0.0029693308752029,1.9923113584518433,1.882554531097412,1.7349761596747808,0.0,0.0047193197533487,3.6035863578720693,3.608305677625418
66,Very helpful concierge.,However it is well-located for business travel and a short walk to St Catherine Street where the shopping and restaurants are.,a,b,20,0.9969632029533386,0.0016371459932997,0.0013996451161801,neutral,0.9978107810020448,0.0011215955018997,0.0010676983511075,neutral,gen,0.0027587414951994,0.0024673434672876,1.9947739839553833,1.882554531097412,1.9932115503719874,0.0,0.0027587414951994,3.8656855688361658,3.8684443103313653
67,Very helpful concierge.,The room was slightly smaller than average although it was clean and with a slightly more modern decor than a typical Fairmont.,a,b,20,0.9972127079963684,0.0018892474472522,0.0008981129503808,neutral,0.9975597858428956,0.0007149851880967,0.0017252130201086,neutral,gen,0.0026042326353489,0.0026233259704894,1.994772493839264,1.882554531097412,1.9322458846228463,0.0,0.0026042326353489,3.8048380927666665,3.8074423254020155
68,Very helpful concierge.,The bed was comfortable but the bathroom was rather small.,a,b,20,0.5131707191467285,0.4835014045238495,0.0033278937917202,neutral,0.9879008531570436,0.0067463433369994,0.005352824460715,neutral,gen,0.4902477478608489,0.0086807182524352,1.501071572303772,1.882554531097412,1.3489622584976522,0.0,0.4902477478608489,2.298712828602674,2.788960576463523
69,Very helpful concierge.,The staff at this hotel seem to enjoy the Miller Harris citron toiletries.,a,b,20,0.9578341245651244,0.0126464245840907,0.0295194312930107,neutral,0.9720091223716736,0.012416367419064,0.0155745428055524,neutral,gen,0.0250627920031547,0.0450939740985631,1.929843246936798,1.882554531097412,1.95025349514825,0.0,0.0250627920031547,3.698839159461137,3.723901951464292
