,Sentence1,Sentence2,Sent1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,2_1_neut,2_1_cont,2_1_ent,2_1_Label,Type,avg_cont,avg_ent,weight_1_2_neut,weight_2_1_neut,ent_final,cont_final,neut_final,total
10,"The location of this hotel makes it easy to access restaurants, the river and shops.","But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.8038729429244995,0.1708607226610183,0.0252663306891918,neutral,0.9921934604644777,0.0071231932379305,0.000683274352923,neutral,ref,0.0889919579494744,0.012974802521057401,0.9135195116202036,0.9669438345091683,-0.012974802521057401,0.0889919579494744,0.9135195116202036,0.9895366670486206
11,"The location of this hotel makes it easy to access restaurants, the river and shops.",Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.8745430111885071,0.0350069664418697,0.0904500558972358,neutral,0.9497997760772704,0.0465653203427791,0.0036349419970065,neutral,ref,0.0407861433923244,0.04704249894712115,0.9135195116202036,0.8830687148230416,-0.04704249894712115,0.0407861433923244,0.9135195116202036,0.9072631560654069
12,The rooms are a good size and well decorated.,The hotel is especially memorable during a winter stay.,a,b,20,0.997571051120758,0.0007211100310087,0.0017078639939427,neutral,0.9977813363075256,0.0010310877114534,0.0011876327916979,neutral,ref,0.00087609887123105,0.0014477483928203002,0.7852558791637421,0.9835648706981114,-0.0014477483928203002,0.00087609887123105,0.7852558791637421,0.7846842296421528
13,The rooms are a good size and well decorated.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.2623007595539093,0.7350305914878845,0.0026686049532145,contradiction,0.9352121353149414,0.050782460719347,0.0140053844079375,neutral,ref,0.39290652610361576,0.008336994680576,0.7852558791637421,0.9625107986586434,-0.008336994680576,0.39290652610361576,0.7852558791637421,1.1698254105867818
14,The rooms are a good size and well decorated.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.4917658865451813,0.0014023383846506,0.5068317651748657,entailment,0.997729480266571,0.0007721344591118,0.0014983778819441,neutral,ref,0.0010872364218812,0.2541650715284049,0.7852558791637421,0.8572296236774751,-0.2541650715284049,0.0010872364218812,0.7852558791637421,0.5321780440572184
15,The rooms are a good size and well decorated.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.9977935552597046,0.0008142389706335,0.0013921986101195,neutral,0.9963668584823608,0.002937285695225,0.0006958554731681,neutral,ref,0.00187576233292925,0.0010440270416437998,0.7852558791637421,0.9947423934936523,-0.0010440270416437998,0.00187576233292925,0.7852558791637421,0.7860876144550275
16,The rooms are a good size and well decorated.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.9872143268585204,0.0084082996472716,0.0043773562647402,neutral,0.9885718822479248,0.0106082651764154,0.0008198065333999,neutral,ref,0.0095082824118435,0.00259858139907005,0.7852558791637421,0.9669438345091683,-0.00259858139907005,0.0095082824118435,0.7852558791637421,0.7921655801765155
17,The rooms are a good size and well decorated.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.9748896956443788,0.0208139233291149,0.0042963880114257,neutral,0.987118124961853,0.0121273919939994,0.000754471111577,neutral,ref,0.01647065766155715,0.00252542956150135,0.7852558791637421,0.8830687148230416,-0.00252542956150135,0.01647065766155715,0.7852558791637421,0.7992011072637979
18,The bathroom in the hotel was large and with a large bathtub.,The hotel is especially memorable during a winter stay.,a,b,20,0.997852087020874,0.0010149626759812,0.0011329757981002,neutral,0.9977414608001708,0.0009561632759869,0.0013023322680965,neutral,ref,0.00098556297598405,0.0012176540330983499,0.7727111034716169,0.9835648706981114,-0.0012176540330983499,0.00098556297598405,0.7727111034716169,0.7724790124145026
19,The bathroom in the hotel was large and with a large bathtub.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.0194992143660783,0.9798178672790528,0.0006829042686149,contradiction,0.832632303237915,0.1303873807191848,0.0369802862405777,neutral,ref,0.5551026239991188,0.0188315952545963,0.7727111034716169,0.9625107986586434,-0.0188315952545963,0.5551026239991188,0.7727111034716169,1.3089821322161392
20,The bathroom in the hotel was large and with a large bathtub.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.9977339506149292,0.0012093294644728,0.0010566413402557,neutral,0.99780935049057,0.000828388845548,0.0013623218983411,neutral,ref,0.0010188591550104,0.0012094816192984,0.7727111034716169,0.8572296236774751,-0.0012094816192984,0.0010188591550104,0.7727111034716169,0.7725204810073288
21,The bathroom in the hotel was large and with a large bathtub.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.9642705321311952,0.0300347376614809,0.0056947194971144,neutral,0.99744713306427,0.0017124218866229,0.0008405102998949,neutral,ref,0.0158735797740519,0.00326761489850465,0.7727111034716169,0.9947423934936523,-0.00326761489850465,0.0158735797740519,0.7727111034716169,0.7853170683471641
22,The bathroom in the hotel was large and with a large bathtub.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.8694304823875427,0.0973229631781578,0.0332465954124927,neutral,0.9902905821800232,0.0088301599025726,0.0008792413282208,neutral,ref,0.053076561540365205,0.01706291837035675,0.7727111034716169,0.9669438345091683,-0.01706291837035675,0.053076561540365205,0.7727111034716169,0.8087247466416253
23,The bathroom in the hotel was large and with a large bathtub.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.787480354309082,0.210313394665718,0.0022062202915549,neutral,0.9973528385162354,0.0018336445791646,0.0008135273819789,neutral,ref,0.1060735196224413,0.0015098738367669,0.7727111034716169,0.8830687148230416,-0.0015098738367669,0.1060735196224413,0.7727111034716169,0.8772747492572912
24,Small touches like a chocolate on the pillow are also nice.,The hotel is especially memorable during a winter stay.,a,b,20,0.9976820945739746,0.0012537960428744,0.0010641078697517,neutral,0.997803032398224,0.000963095924817,0.0012338230153545,neutral,ref,0.0011084459838457,0.0011489654425531001,0.9970620969931284,0.9835648706981114,-0.0011489654425531001,0.0011084459838457,0.9970620969931284,0.997021577534421
25,Small touches like a chocolate on the pillow are also nice.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.9969837069511414,0.0022460389882326,0.0007702979492023,neutral,0.9953410625457764,0.0037570546846836,0.0009019093704409,neutral,ref,0.0030015468364580997,0.0008361036598216,0.9970620969931284,0.9625107986586434,-0.0008361036598216,0.0030015468364580997,0.9970620969931284,0.9992275401697649
26,Small touches like a chocolate on the pillow are also nice.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.997639536857605,0.0012859492562711,0.0010745318140834,neutral,0.9921782612800598,0.006792108528316,0.0010297036496922,neutral,ref,0.00403902889229355,0.0010521177318878,0.9970620969931284,0.8572296236774751,-0.0010521177318878,0.00403902889229355,0.9970620969931284,1.0000490081535343
27,Small touches like a chocolate on the pillow are also nice.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.9974699020385742,0.0016058241017162,0.0009242748492397,neutral,0.993768572807312,0.0055601741187274,0.0006712310714647,neutral,ref,0.0035829991102218,0.0007977529603522,0.9970620969931284,0.9947423934936523,-0.0007977529603522,0.0035829991102218,0.9970620969931284,0.9998473431429981
28,Small touches like a chocolate on the pillow are also nice.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.9951802492141724,0.0041194604709744,0.0007003018981777,neutral,0.860636830329895,0.1373544782400131,0.0020086653530597,neutral,ref,0.07073696935549374,0.0013544836256187002,0.9970620969931284,0.9669438345091683,-0.0013544836256187002,0.07073696935549374,0.9970620969931284,1.0664445827230034
29,Small touches like a chocolate on the pillow are also nice.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.9974170923233032,0.001720170257613,0.000862666987814,neutral,0.8239754438400269,0.1731303930282592,0.0028941335622221,neutral,ref,0.0874252816429361,0.0018784002750180501,0.9970620969931284,0.8830687148230416,-0.0018784002750180501,0.0874252816429361,0.9970620969931284,1.0826089783610464
30,The hotel has a roof terrace for drinks.,The hotel is especially memorable during a winter stay.,a,b,20,0.9978644251823424,0.000974888796918,0.0011607620399445,neutral,0.9977589845657348,0.0009939747396856,0.0012469970388337,neutral,ref,0.0009844317683018,0.0012038795393891,0.8912675082683563,0.9835648706981114,-0.0012038795393891,0.0009844317683018,0.8912675082683563,0.891048060497269
31,The hotel has a roof terrace for drinks.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.9173360466957092,0.0811871588230133,0.0014767837710678,neutral,0.9941552877426147,0.0049997610040009,0.000844940834213,neutral,ref,0.043093459913507104,0.0011608623026404,0.8912675082683563,0.9625107986586434,-0.0011608623026404,0.043093459913507104,0.8912675082683563,0.933200105879223
32,The hotel has a roof terrace for drinks.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.9969056248664856,0.0016479371115565,0.0014464602572843,neutral,0.997570812702179,0.0011960366973653,0.0012331360485404,neutral,ref,0.0014219869044609,0.00133979815291235,0.8912675082683563,0.8572296236774751,-0.00133979815291235,0.0014219869044609,0.8912675082683563,0.8913496970199049
33,The hotel has a roof terrace for drinks.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.9922865629196168,0.0063370987772941,0.0013763013994321,neutral,0.9974017143249512,0.0015784204006195,0.0010198581730946,neutral,ref,0.0039577595889568,0.00119807978626335,0.8912675082683563,0.9947423934936523,-0.00119807978626335,0.0039577595889568,0.8912675082683563,0.8940271880710497
34,The hotel has a roof terrace for drinks.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.9441061615943908,0.0541843101382255,0.0017095479415729,neutral,0.9964321851730348,0.0028189707081764,0.0007488426053896,neutral,ref,0.028501640423200948,0.00122919527348125,0.8912675082683563,0.9669438345091683,-0.00122919527348125,0.028501640423200948,0.8912675082683563,0.918539953418076
35,The hotel has a roof terrace for drinks.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.499106228351593,0.1415734589099884,0.3593203127384186,neutral,0.8833677768707275,0.0984773933887481,0.0181547999382019,neutral,ref,0.12002542614936826,0.18873755633831024,0.8912675082683563,0.8830687148230416,-0.18873755633831024,0.12002542614936826,0.8912675082683563,0.8225553780794144
36,Unfortunately the hotel is missing the availability of a pool.,The hotel is especially memorable during a winter stay.,a,b,20,0.4301240444183349,0.5675972104072571,0.0022786520421504,contradiction,0.898409366607666,0.0994625613093376,0.0021281018853187,neutral,ref,0.33352988585829735,0.00220337696373455,0.4915730357170105,0.9835648706981114,-0.00220337696373455,0.33352988585829735,0.4915730357170105,0.8228995446115732
37,Unfortunately the hotel is missing the availability of a pool.,The room was okay but on the small side including the bathroom as well.,a,b,20,0.9445086121559144,0.0432091690599918,0.0122822085395455,neutral,0.985273540019989,0.013418530113995,0.0013079249765723,neutral,ref,0.0283138495869934,0.0067950667580589,0.4915730357170105,0.9625107986586434,-0.0067950667580589,0.0283138495869934,0.4915730357170105,0.513091818545945
38,Unfortunately the hotel is missing the availability of a pool.,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,a,b,20,0.6151735782623291,0.3819286823272705,0.0028977175243198,neutral,0.021512622013688,0.9779791235923768,0.0005083018913865,contradiction,ref,0.6799539029598236,0.00170300970785315,0.4915730357170105,0.8572296236774751,-0.00170300970785315,0.6799539029598236,0.4915730357170105,1.169823928968981
39,Unfortunately the hotel is missing the availability of a pool.,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,a,b,20,0.478994220495224,0.5176501274108887,0.0033556811977177,contradiction,0.9842925667762756,0.0145774744451045,0.0011299771722406,neutral,ref,0.2661138009279966,0.00224282918497915,0.4915730357170105,0.9947423934936523,-0.00224282918497915,0.2661138009279966,0.4915730357170105,0.7554440074600279
40,Unfortunately the hotel is missing the availability of a pool.,"But a coffee maker and coffee was not free of charge, which is unusual.",a,b,20,0.3781002759933471,0.5777096748352051,0.0441899746656417,contradiction,0.9438342452049256,0.0542710199952125,0.001894689630717,neutral,ref,0.3159903474152088,0.02304233214817935,0.4915730357170105,0.9669438345091683,-0.02304233214817935,0.3159903474152088,0.4915730357170105,0.7845210509840399
41,Unfortunately the hotel is missing the availability of a pool.,Whilst the toiletries were really great there was an issue with the toilet.,a,b,20,0.1025374829769134,0.8840094804763794,0.0134530402719974,contradiction,0.6390407681465149,0.346573144197464,0.014386030845344,neutral,ref,0.6152913123369217,0.0139195355586707,0.4915730357170105,0.8830687148230416,-0.0139195355586707,0.6152913123369217,0.4915730357170105,1.0929448124952614
42,The hotel has conference rooms available to rent out for conferences and corporate events.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9975202679634094,0.000716934853699,0.0017628070199862,neutral,0.9976911544799804,0.0009415069944225,0.0013673588400706,neutral,ref,0.00082922092406075,0.0015650829300284,0.9975202679634094,0.8937634953430721,-0.0015650829300284,0.00082922092406075,0.9975202679634094,0.9967844059574418
43,"The location of this hotel makes it easy to access restaurants, the river and shops.",The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9971441626548768,0.0005721332272514,0.0022837005089968,neutral,0.9976661205291748,0.0007648126338608,0.0015690999571233,neutral,ref,0.0006684729305561001,0.00192640023306005,0.9971441626548768,0.8937634953430721,-0.00192640023306005,0.0006684729305561001,0.9971441626548768,0.9958862353523729
44,The rooms are a good size and well decorated.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9970038533210754,0.0005161273293197,0.002480024471879,neutral,0.9974525570869446,0.000634471187368,0.0019129858119413,neutral,ref,0.00057529925834385,0.00219650514191015,0.9970038533210754,0.8937634953430721,-0.00219650514191015,0.00057529925834385,0.9970038533210754,0.9953826474375091
45,The bathroom in the hotel was large and with a large bathtub.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.997671902179718,0.0010278997942805,0.0013002114137634,neutral,0.9976062774658204,0.0006628697738051,0.001730783842504,neutral,ref,0.0008453847840428,0.0015154976281337,0.997671902179718,0.8937634953430721,-0.0015154976281337,0.0008453847840428,0.997671902179718,0.9970017893356271
46,Small touches like a chocolate on the pillow are also nice.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9977600574493408,0.0010625639697536,0.0011773490114137,neutral,0.9971187114715576,0.0019388053333386,0.000942533952184,neutral,ref,0.0015006846515461,0.00105994148179885,0.9977600574493408,0.8937634953430721,-0.00105994148179885,0.0015006846515461,0.9977600574493408,0.9982008006190881
47,The hotel has a roof terrace for drinks.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.9977990984916688,0.0009911728557199,0.0012096858117729,neutral,0.997805655002594,0.0008139355923049,0.0013803980546072,neutral,ref,0.0009025542240124,0.00129504193319005,0.9977990984916688,0.8937634953430721,-0.00129504193319005,0.0009025542240124,0.9977990984916688,0.9974066107824912
48,Unfortunately the hotel is missing the availability of a pool.,The staff at the hotel were incredibly accommodating and the hotel was well located.,a,comm,20,0.3896398544311523,0.6080411076545715,0.0023190737701952,contradiction,0.2710039913654327,0.7269246578216553,0.0020713377743959,contradiction,ref,0.6674828827381134,0.00219520577229555,0.3896398544311523,0.8937634953430721,-0.00219520577229555,0.6674828827381134,0.3896398544311523,1.0549275313969702
49,The hotel is especially memorable during a winter stay.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9977619647979736,0.0009240566869266,0.0013139463262632,neutral,0.9974493384361268,0.0005760809872299,0.0019745097961276,neutral,ref,0.00075006883707825,0.0016442280611954,0.9977619647979736,0.8792587916056315,-0.0016442280611954,0.00075006883707825,0.9977619647979736,0.9968678055738565
50,The room was okay but on the small side including the bathroom as well.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9964130520820618,0.0027780651580542,0.00080891296966,neutral,0.9743505716323853,0.024771936237812,0.0008774738525971,neutral,ref,0.013775000697933101,0.00084319341112855,0.9964130520820618,0.8792587916056315,-0.00084319341112855,0.013775000697933101,0.9964130520820618,1.0093448593688663
51,After upgrading rooms to a suite this was absolutely fine and had a great view with modern decor.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9975918531417848,0.0012571099214255,0.0011511215707287,neutral,0.9976710677146912,0.0006824478623457,0.0016464389627799,neutral,ref,0.0009697788918856,0.0013987802667543,0.9975918531417848,0.8792587916056315,-0.0013987802667543,0.0009697788918856,0.9975918531417848,0.9971628517669161
52,Whilst the breakfast and dinners are both quite expensive they're really great and tasty.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9974853992462158,0.0015553717967122,0.0009592439164407,neutral,0.9977062940597534,0.0012762662954628,0.0010174138005822,neutral,ref,0.0014158190460875,0.00098832885851145,0.9974853992462158,0.8792587916056315,-0.00098832885851145,0.0014158190460875,0.9974853992462158,0.9979128894337919
53,"But a coffee maker and coffee was not free of charge, which is unusual.",The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9953312277793884,0.0039121755398809,0.0007565417909063,neutral,0.5945048928260803,0.4038401246070862,0.0016549222636967,neutral,ref,0.20387615007348353,0.0012057320273015,0.9953312277793884,0.8792587916056315,-0.0012057320273015,0.20387615007348353,0.9953312277793884,1.1980016458255704
54,Whilst the toiletries were really great there was an issue with the toilet.,The staff at the hotel were incredibly accommodating and the hotel was well located.,b,comm,20,0.9906219244003296,0.0086733642965555,0.0007047001854516,neutral,0.7138705849647522,0.2836855053901672,0.002443962264806,neutral,ref,0.14617943484336135,0.0015743312251288001,0.9906219244003296,0.8792587916056315,-0.0015743312251288001,0.14617943484336135,0.9906219244003296,1.1352270280185621
55,Le Place D'Armes is an elegant historic building with a fantastic location.,This is a nice older hotel that doesn't have the glamour of a typical hotel.,a,b,20,0.6372544765472412,0.3594669699668884,0.003278539283201,neutral,0.4054758250713348,0.4513927400112152,0.1431314498186111,contradiction,gen,0.4054298549890518,0.07320499455090604,0.8203815579414367,0.8865268528461456,-0.07320499455090604,0.4054298549890518,0.8203815579414367,1.1526064183795826
56,Le Place D'Armes is an elegant historic building with a fantastic location.,However it is well-located for business travel and a short walk to St Catherine Street where the shopping and restaurants are.,a,b,20,0.9976275563240052,0.0008302521309815,0.0015421708812937,neutral,0.9971300959587096,0.0005446510040201,0.0023253262042999,neutral,gen,0.0006874515675008,0.0019337485427968,0.8203815579414367,0.9975567034312657,-0.0019337485427968,0.0006874515675008,0.8203815579414367,0.8191352609661408
57,Le Place D'Armes is an elegant historic building with a fantastic location.,The room was slightly smaller than average although it was clean and with a slightly more modern decor than a typical Fairmont.,a,b,20,0.6667608022689819,0.3299390971660614,0.0033000379335135,neutral,0.9974276423454284,0.0017205419717356,0.0008517467649653,neutral,gen,0.1658298195688985,0.0020758923492394,0.8203815579414367,0.9880928908075605,-0.0020758923492394,0.1658298195688985,0.8203815579414367,0.9841354851610958
58,Le Place D'Armes is an elegant historic building with a fantastic location.,The bed was comfortable but the bathroom was rather small.,a,b,20,0.804853618144989,0.1848118305206298,0.0103345056995749,neutral,0.991496741771698,0.0057422895915806,0.0027609290555119,neutral,gen,0.0952770600561052,0.0065477173775434,0.8203815579414367,0.8480958685145846,-0.0065477173775434,0.0952770600561052,0.8203815579414367,0.9091109006199986
59,Le Place D'Armes is an elegant historic building with a fantastic location.,The staff at this hotel seem to enjoy the Miller Harris citron toiletries.,a,b,20,0.9954113364219666,0.0022507912945002,0.0023378795012831,neutral,0.9243093132972716,0.0071538514457643,0.0685367807745933,neutral,gen,0.00470232137013225,0.0354373301379382,0.8203815579414367,0.9696589452879769,-0.0354373301379382,0.00470232137013225,0.8203815579414367,0.7896465491736308
60,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,This is a nice older hotel that doesn't have the glamour of a typical hotel.,a,b,20,0.3228077292442322,0.6748413443565369,0.0023509291931986,contradiction,0.8604385256767273,0.1144303008913993,0.0251311212778091,neutral,gen,0.39463582262396807,0.013741025235503851,0.7123158156871796,0.8865268528461456,-0.013741025235503851,0.39463582262396807,0.7123158156871796,1.0932106130756438
61,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,However it is well-located for business travel and a short walk to St Catherine Street where the shopping and restaurants are.,a,b,20,0.9867404103279114,0.0124407075345516,0.0008188396459445,neutral,0.997638463973999,0.0013718706322833,0.0009896957781165,neutral,gen,0.0069062890834174495,0.0009042677120304999,0.7123158156871796,0.9975567034312657,-0.0009042677120304999,0.0069062890834174495,0.7123158156871796,0.7183178370585666
62,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,The room was slightly smaller than average although it was clean and with a slightly more modern decor than a typical Fairmont.,a,b,20,0.990869402885437,0.0081843873485922,0.0009461962617933,neutral,0.9969955682754515,0.0018081971211358,0.0011962651042267,neutral,gen,0.004996292234864,0.00107123068301,0.7123158156871796,0.9880928908075605,-0.00107123068301,0.004996292234864,0.7123158156871796,0.7162408772390336
63,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,The bed was comfortable but the bathroom was rather small.,a,b,20,0.3090891540050506,0.6878589987754822,0.0030518318526446,contradiction,0.9950847029685974,0.0042421775870025,0.0006731419707648,neutral,gen,0.34605058818124235,0.0018624869117047,0.7123158156871796,0.8480958685145846,-0.0018624869117047,0.34605058818124235,0.7123158156871796,1.0565039169567172
64,Nice rooms with exposed brick and lovely touches like chocolates on the pillow and turn-down service.,The staff at this hotel seem to enjoy the Miller Harris citron toiletries.,a,b,20,0.9520723819732666,0.0459682494401931,0.0019593636970967,neutral,0.9965351819992064,0.0019880556501448,0.0014767714310437,neutral,gen,0.02397815254516895,0.0017180675640702,0.7123158156871796,0.9696589452879769,-0.0017180675640702,0.02397815254516895,0.7123158156871796,0.7345759006682784
65,Very helpful concierge.,This is a nice older hotel that doesn't have the glamour of a typical hotel.,a,b,20,0.9959023594856262,0.0033592684194445,0.0007384191267192,neutral,0.996408998966217,0.0013600513339042,0.0022309117484837,neutral,gen,0.00235965987667435,0.00148466543760145,0.8922166228294373,0.8865268528461456,-0.00148466543760145,0.00235965987667435,0.8922166228294373,0.8930916172685102
66,Very helpful concierge.,However it is well-located for business travel and a short walk to St Catherine Street where the shopping and restaurants are.,a,b,20,0.9969632029533386,0.0016371459932997,0.0013996451161801,neutral,0.9978107810020448,0.0011215955018997,0.0010676983511075,neutral,gen,0.0013793707475997,0.0012336717336438,0.8922166228294373,0.9975567034312657,-0.0012336717336438,0.0013793707475997,0.8922166228294373,0.8923623218433931
67,Very helpful concierge.,The room was slightly smaller than average although it was clean and with a slightly more modern decor than a typical Fairmont.,a,b,20,0.9972127079963684,0.0018892474472522,0.0008981129503808,neutral,0.9975597858428956,0.0007149851880967,0.0017252130201086,neutral,gen,0.00130211631767445,0.0013116629852447,0.8922166228294373,0.9880928908075605,-0.0013116629852447,0.00130211631767445,0.8922166228294373,0.892207076161867
68,Very helpful concierge.,The bed was comfortable but the bathroom was rather small.,a,b,20,0.5131707191467285,0.4835014045238495,0.0033278937917202,neutral,0.9879008531570436,0.0067463433369994,0.005352824460715,neutral,gen,0.24512387393042445,0.0043403591262176,0.8922166228294373,0.8480958685145846,-0.0043403591262176,0.24512387393042445,0.8922166228294373,1.133000137633644
69,Very helpful concierge.,The staff at this hotel seem to enjoy the Miller Harris citron toiletries.,a,b,20,0.9578341245651244,0.0126464245840907,0.0295194312930107,neutral,0.9720091223716736,0.012416367419064,0.0155745428055524,neutral,gen,0.01253139600157735,0.02254698704928155,0.8922166228294373,0.9696589452879769,-0.02254698704928155,0.01253139600157735,0.8922166228294373,0.882201031781733
